Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
Puppy Luv: Spa and Resort,DS,2007,Simulation,Activision,0.4,0,0,0.03,,,,,E
Jikkyou Powerful Pro Yakyuu 9,PS2,2002,Sports,Konami Digital Entertainment,0,0,0.44,0,,,,,
Crash: Mind Over Mutant,Wii,2008,Platform,Vivendi Games,0.35,0.06,0,0.03,70,13,6.6,16,E10+
Naruto Shippuden: Ultimate Ninja Storm Revolution,PS3,2014,Fighting,Namco Bandai Games,0.15,0.14,0.09,0.06,73,26,7.5,102,T
Grind Session,PS,2000,Sports,Sony Computer Entertainment,0.24,0.17,0,0.03,,,,,
Naruto: Gekito Ninja Taisen! 3,GC,2004,Fighting,Tomy Corporation,0,0,0.43,0.01,,,,,
Madden NFL 12,Wii,2011,Sports,Electronic Arts,0.41,0,0,0.03,,,6.2,5,E
Wario World,GC,2003,Platform,Nintendo,0.34,0.09,0,0.01,71,30,7.2,44,E
Payday 2,PS3,2013,Shooter,505 Games,0.22,0.14,0,0.08,74,12,6.1,182,M
FIFA Soccer 13,PSV,2012,Action,Electronic Arts,0,0.28,0.05,0.11,57,9,4.1,89,E
Scooby-Doo! Mystery Mayhem,GBA,2003,Action,THQ,0.31,0.12,0,0.01,53,6,,,E
Super Breakout,2600,1976,Puzzle,Atari,0.41,0.03,0,0,,,,,
The Legend of Spyro: Dawn of the Dragon,PS3,2008,Platform,Vivendi Games,0.19,0.18,0,0.07,59,22,6.5,37,E10+
Ben 10 Alien Force: Vilgax Attacks,Wii,2009,Action,D3Publisher,0.25,0.14,0,0.04,65,5,4,6,E10+
Samurai Warriors 3,Wii,2009,Action,Nintendo,0.09,0.02,0.32,0.01,55,26,7.2,22,T
Taiko no Tatsujin: Doki! Shinkyoku Darake no Haru Matsuri,PS2,2003,Misc,Namco Bandai Games,0,0,0.44,0,,,,,
Lego Batman 3: Beyond Gotham,XOne,2014,Action,Warner Bros. Interactive Entertainment,0.23,0.17,0,0.04,74,25,7.1,36,E10+
TimeSplitters 2,GC,2002,Shooter,Eidos Interactive,0.34,0.09,0,0.01,88,18,9,65,T
Battlebots: Design & Destroy,GBA,2003,Action,Majesco Entertainment,0.31,0.12,0,0.01,,,,,
Robert Ludlum's The Bourne Conspiracy,X360,2008,Action,Vivendi Games,0.26,0.13,0,0.04,71,72,7.2,63,T
Eternal Darkness: Sanitys Requiem,GC,2002,Adventure,Nintendo,0.34,0.09,0,0.01,92,41,8.7,175,M
Food Network: Cook or Be Cooked,Wii,2009,Misc,Namco Bandai Games,0.41,0,0,0.03,53,8,6.8,5,E
Thrillville: Off the Rails,Wii,2007,Strategy,LucasArts,0.38,0.02,0,0.03,70,14,2.8,40,E10+
Power Rangers: S.P.D.,GBA,2004,Action,THQ,0.31,0.12,0,0.01,,,,,E10+
Naruto: Ultimate Ninja 3,PS2,2005,Fighting,Atari,0.36,0.01,0,0.06,75,24,8.7,34,T
The Darkness,X360,2007,Shooter,Take-Two Interactive,0.36,0.04,0.01,0.03,82,63,8.1,196,M
Jump Start Pet Rescue,Wii,2009,Misc,Knowledge Adventure,0.41,0,0,0.03,,,,,
SingStar Motown,PS2,2009,Misc,Sony Computer Entertainment,0,0.06,0,0.38,,,,,
Child of Eden,X360,2011,Shooter,Ubisoft,0.28,0.12,0,0.04,84,81,7.7,95,E10+
Spider-Man: Shattered Dimensions,PS3,2010,Action,Activision,0.26,0.12,0,0.05,74,57,7.5,97,T
Neon Genesis Evangelion,SAT,1996,Adventure,Sega,0,0,0.44,0,,,,,
Mobile Suit Gundam: One Year War,PS2,2005,Action,Namco Bandai Games,0,0,0.44,0,,,,,
Tongari Boushi to Mahou no Otana,DS,2010,Simulation,Konami Digital Entertainment,0,0,0.44,0,,,,,
NFL Blitz 20-03,PS2,2002,Sports,Midway Games,0.21,0.17,0,0.06,73,15,8.6,5,E
Eternal Sonata,PS3,2008,Role-Playing,Atari,0.19,0.12,0.07,0.05,80,34,7.8,117,T
SpongeBos Atlantis SquarePantis,PS2,2007,Action,THQ,0.36,0.01,0,0.06,,,,,E
Devil May Cry HD Collection,X360,2012,Action,Capcom,0.28,0.11,0.01,0.03,77,32,8.4,93,M
Deadpool,X360,2013,Action,Activision,0.26,0.13,0,0.04,62,49,7.4,368,M
SingStar Queen,PS3,2009,Misc,Sony Computer Entertainment,0.11,0.25,0,0.07,74,37,6.8,6,T
Karaoke Revolution,Wii,2009,Misc,Konami Digital Entertainment,0.24,0.15,0,0.04,63,4,,,T
Wolfenstein: The Old Blood,PS4,2015,Action,Bethesda Softworks,0.1,0.25,0.02,0.07,76,54,8,271,
Walk it Out!,Wii,2010,Sports,Konami Digital Entertainment,0.35,0.05,0,0.03,,,,,
Star Wars: Jedi Starfighter,X,2002,Simulation,Activision,0.35,0.07,0,0.02,78,22,5.2,5,T
Classic NES Series: Metroid,GBA,2004,Adventure,Nintendo,0.26,0.1,0.07,0.01,58,9,8.6,18,E
Animal Crossing: Amiibo Festival,WiiU,2015,Misc,Nintendo,0.2,0.11,0.09,0.03,46,20,4.3,174,E
Nicktoons: Attack of the Toybots,Wii,2007,Platform,THQ,0.4,0,0,0.03,60,4,6,8,E
Primal,PS2,2003,Action,Sony Computer Entertainment,0.21,0.17,0,0.06,73,36,8.6,54,M
Need for Speed: Shift 2 Unleashed,X360,2011,Racing,Electronic Arts,0.18,0.21,0,0.04,,,,,
Yu-Gi-Oh! 5Ds Tag Force 4,PSP,2009,Strategy,Konami Digital Entertainment,0.19,0.07,0.12,0.05,,,,,
Ninja Gaiden 3,PS3,2012,Action,Tecmo Koei,0.19,0.09,0.11,0.05,58,43,5,152,M
Sleeping Dogs,PS4,2014,Action,Square Enix,0.16,0.2,0,0.07,,,,,
Madden NFL 2002,N64,2001,Sports,Electronic Arts,0.41,0.02,0,0,,,,,
Need for Speed Underground 2,GBA,2004,Racing,Electronic Arts,0.31,0.12,0,0.01,72,8,8.2,13,E
007: Quantum of Solace,PS2,2008,Action,Activision,0.17,0,0,0.26,,,,,
Master of Illusion,DS,2006,Puzzle,Nintendo,0.16,0,0.26,0.01,69,20,,,E
Spec Ops: Covert Assault,PS,2001,Shooter,Take-Two Interactive,0.24,0.16,0,0.03,,,,,T
Tetris Axis,3DS,2011,Puzzle,Tetris Online,0.2,0.13,0.06,0.03,74,33,6.8,28,E
Flight Control Rocket,GBA,2005,Simulation,THQ,0.31,0.12,0,0.01,,,,,
SSX Tricky,X,2001,Sports,Electronic Arts,0.32,0.09,0,0.02,88,22,8.5,11,E
Star Wars The Clone Wars: Republic Heroes,PS3,2009,Action,LucasArts,0.19,0.18,0,0.07,43,22,5.3,16,T
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",PS2,2005,Action,Disney Interactive Studios,0.36,0.01,0,0.06,68,36,8.4,17,T
NiGHTS into dreams...,SAT,1996,Platform,Sega,0,0,0.43,0,,,,,
Hyperdimension Neptunia,PS3,2010,Role-Playing,Tecmo Koei,0.22,0.09,0.07,0.04,45,31,7,148,T
NCAA Football 2004,X,2003,Sports,Electronic Arts,0.4,0.02,0,0.02,88,13,8.8,19,E
DanceStar Party,PS3,2011,Misc,Sony Computer Entertainment,0,0.34,0,0.1,,,,,
Bionicle,PS2,2003,Action,Electronic Arts,0.21,0.17,0,0.06,51,7,3.6,16,E
Max Payne 3,PC,2012,Shooter,Take-Two Interactive,0.16,0.22,0,0.05,87,30,7.6,2210,M
Naughty Bear,PS3,2010,Action,505 Games,0.18,0.18,0,0.07,43,31,5.5,49,T
MLB 2002,PS,2001,Sports,Sony Computer Entertainment,0.24,0.16,0,0.03,76,5,8.1,8,E
God Eater 2: Rage Burst,PSV,2015,Role-Playing,Namco Bandai Games,0,0.05,0.37,0.01,,,7.4,19,T
MLB 14: The Show,PS3,2014,Sports,Sony Computer Entertainment America,0.35,0,0,0.08,81,26,6.8,79,E
TimeSplitters,PS2,2000,Shooter,Eidos Interactive,0.21,0.17,0,0.06,81,23,8,40,T
Barnstorming,2600,1981,Action,Activision,0.4,0.02,0,0,,,,,
InuYasha: The Secret of the Cursed Mask,PS2,2004,Role-Playing,Namco Bandai Games,0.21,0.17,0,0.06,51,7,8.1,28,T
My Spanish Coach,DS,2007,Misc,Ubisoft,0.4,0,0,0.03,73,7,,,E
The Powerpuff Girls: Him and Seek,GBA,2002,Platform,BAM! Entertainment,0.31,0.11,0,0.01,,,,,
Mega Man Zero 2,GBA,2003,Platform,Capcom,0.18,0.07,0.17,0.01,81,17,8.6,18,E
Wonder Project J: Kikai no Shonen Pino,SNES,1994,Simulation,Enix Corporation,0,0,0.43,0,,,,,
Dragon Ball Z: Shin Budokai - Another Road,PSP,2007,Fighting,Atari,0.19,0.09,0.08,0.07,,,,,
The Fairly Odd Parents: Game Boy Advance Video Volume 1,GBA,2004,Misc,THQ,0.31,0.11,0,0.01,,,,,
Mass Effect Trilogy,PS3,2012,Action,Electronic Arts,0.37,0,0,0.06,,,8.7,63,M
Ghostbusters: The Video Game,PS2,2009,Action,Atari,0.15,0.04,0,0.24,64,9,8.7,6,E10+
Hunter: The Reckoning  Wayward,PS2,2003,Action,Interplay,0.21,0.16,0,0.06,68,27,8.8,16,M
Remington Great American Bird Hunt,Wii,2009,Sports,Mastiff,0.4,0,0,0.03,,,,,T
Mischief Makers,N64,1997,Platform,Nintendo,0.25,0.06,0.07,0.06,,,,,
WipEout 64,N64,1998,Racing,Midway Games,0.28,0.14,0,0.01,,,,,
Story of Seasons,3DS,2014,Simulation,Nintendo,0,0.15,0.27,0.01,76,39,8.2,54,E10+
EyeToy: AntiGrav,PS2,2004,Sports,Sony Computer Entertainment,0.36,0.01,0,0.06,71,38,7.8,5,E
OkamiDen,DS,2010,Adventure,Capcom,0.21,0.06,0.13,0.02,82,48,7.9,53,E10+
Dora the Explorer: Dora Puppy,DS,2009,Misc,Take-Two Interactive,0.39,0.01,0,0.03,,,,,
EverQuest Online Adventures,PS2,2003,Role-Playing,Sony Online Entertainment,0.21,0.16,0,0.05,74,22,8.2,33,T
Just Dance 4,PS3,2012,Misc,Ubisoft,0.26,0.11,0,0.06,77,5,7.1,29,E10+
Cool Boarders,PS,1996,Sports,Sony Computer Entertainment,0.1,0.07,0.24,0.03,,,,,
Tom Clancys The Division,PC,2016,Shooter,Ubisoft,0.23,0.16,0,0.04,79,33,5.8,1200,M
Mobile Suit Gundam: Zeonic Front,PS2,2001,Simulation,Namco Bandai Games,0.09,0.07,0.25,0.02,71,12,8.8,23,T
Monopoly,PS2,2008,Misc,Electronic Arts,0.21,0.16,0,0.05,,,7.2,6,E
TouchMaster 3,DS,2009,Puzzle,Warner Bros. Interactive Entertainment,0.29,0.11,0,0.04,68,7,,,E
Castlevania: Dawn of Sorrow,DS,2005,Platform,Konami Digital Entertainment,0.34,0.03,0.03,0.03,89,52,8.5,173,T
Dawn of Mana,PS2,2006,Role-Playing,Square Enix,0.07,0.05,0.29,0.02,57,27,6.8,11,T
Barbie: Groom and Glam Pups,DS,2010,Action,THQ,0.25,0.14,0,0.04,,,,,E
Petz Bunnyz,DS,2008,Simulation,Ubisoft,0.39,0.01,0,0.03,,,,,E
Tales of the World: Radiant Mythology,PSP,2006,Role-Playing,Ubisoft,0.17,0.01,0.23,0.02,66,27,7.8,25,T
Alpha Protocol,PS3,2010,Role-Playing,Sega,0.19,0.17,0,0.07,64,49,6.9,117,M
Deer Drive,DS,2010,Sports,Mastiff,0.4,0,0,0.02,,,,,T
Petz: Horsez 2,DS,2007,Simulation,Ubisoft,0.39,0,0,0.03,,,,,E
2014 FIFA World Cup Brazil,X360,2014,Sports,Electronic Arts,0.15,0.25,0,0.03,74,29,4.4,93,E
Madden NFL 2003,GC,2002,Sports,Electronic Arts,0.33,0.09,0,0.01,92,13,8.5,17,E
Backyard Baseball,GBA,2002,Sports,Atari,0.31,0.11,0,0.01,,,,,
Midway Arcade Treasures,X,2003,Misc,Midway Games,0.33,0.08,0,0.01,74,22,,,T
Disney Sing It,X360,2008,Misc,Disney Interactive Studios,0.39,0.01,0,0.03,53,10,5.2,6,E
Bakugan: Battle Brawlers,PS2,2009,Action,Activision,0.21,0.16,0,0.05,,,5.7,7,E
NHL FaceOff 99,PS,1997,Sports,989 Studios,0.24,0.16,0,0.03,,,,,
SEGA Classics Collection,PS2,2005,Misc,Sega,0.21,0.16,0,0.05,46,18,6.7,6,T
Naruto: Ninja Council 3,DS,2006,Action,D3Publisher,0.39,0,0,0.03,56,23,6.5,13,E10+
Dai-2-Ji Super Robot Taisen Z: Hakai-hen,PSP,2011,Strategy,Banpresto,0,0,0.42,0,,,,,
Def Jam Icon,PS3,2007,Action,Electronic Arts,0.16,0.19,0,0.08,68,38,4.4,40,M
Neon Genesis Evangelion 2nd Impression,SAT,1997,Role-Playing,Sega,0,0,0.42,0,,,,,
NBA Street,GC,2002,Sports,Electronic Arts,0.33,0.09,0,0.01,88,15,8.6,7,E
Atelier Totori: The Adventurer of Arland,PS3,2010,Role-Playing,Nippon Ichi Software,0.12,0.06,0.21,0.03,74,19,6.7,109,T
The Legend of Spyro: The Eternal Night,PS2,2007,Platform,Vivendi Games,0.21,0.16,0,0.05,54,18,5.4,28,E10+
Mega Man Battle Network,GBA,2001,Role-Playing,Capcom,0.14,0.05,0.22,0.01,79,10,8.9,24,E
Terraria,PS3,2013,Action,505 Games,0.07,0.21,0.09,0.05,81,12,7.9,70,T
Juiced: Eliminator,PSP,2006,Racing,THQ,0.11,0.2,0,0.12,65,24,8.2,6,T
25 to Life,PS2,2006,Shooter,Eidos Interactive,0.35,0.01,0,0.06,39,23,4.9,46,M
NHL 2K6,PS2,2005,Sports,Take-Two Interactive,0.21,0.16,0,0.05,81,28,5.8,18,E10+
Medal of Honor: Rising Sun,GC,2003,Shooter,Electronic Arts,0.33,0.09,0,0.01,68,24,6.4,13,T
The Sims,X,2003,Simulation,Electronic Arts,0.31,0.1,0,0.01,84,17,6.9,20,T
"Barbie: Jet, Set & Style!",DS,2011,Misc,THQ,0.34,0.05,0,0.03,,,,,
Dogs Life,PS2,2003,Adventure,Sony Computer Entertainment,0.21,0.16,0,0.05,64,19,3.1,157,T
The X Files,PS,1999,Adventure,Sony Computer Entertainment,0.24,0.16,0,0.03,,,,,
Super Wagyan Land,SNES,1991,Action,Namco Bandai Games,0,0,0.42,0,,,,,
Rascal,PS,1998,Action,Psygnosis,0.24,0.16,0,0.03,,,,,
Tony Hawks American Wasteland,GC,2005,Sports,Activision,0.33,0.08,0,0.01,76,26,7.7,15,T
Sin and Punishment: Star Successor,Wii,2009,Shooter,Nintendo,0.19,0.14,0.06,0.03,,,,,
Command & Conquer 3: Tiberium Wars,X360,2007,Strategy,Electronic Arts,0.35,0.04,0,0.03,,,,,
Crash: Mind Over Mutant,PSP,2008,Platform,Vivendi Games,0.11,0.2,0,0.11,,,6.5,8,E10+
Ben 10 Alien Force: Vilgax Attacks,DS,2009,Action,D3Publisher,0.22,0.16,0,0.04,,,,,E
Famicom Mini: Super Mario Bros. 2,GBA,2004,Platform,Nintendo,0,0,0.41,0.01,,,,,
Colony Wars,PS,1997,Simulation,Psygnosis,0.24,0.16,0,0.03,91,12,7.8,12,E
All-Star Baseball 2004,PS2,2003,Sports,Acclaim Entertainment,0.21,0.16,0,0.05,78,19,7.5,11,E
Batman: Arkham Origins Blackgate,PSV,2013,Action,Warner Bros. Interactive Entertainment,0.16,0.17,0,0.1,61,38,6.8,106,T
Big Strike Bowling,PS,2003,Sports,Gotham Games,0.23,0.16,0,0.03,,,,,
Ben 10 Alien Force: Vilgax Attacks,PSP,2009,Action,D3Publisher,0.13,0.19,0,0.11,,,,,E10+
Zone of the Enders HD Collection,PS3,2012,Simulation,Konami Digital Entertainment,0.21,0.07,0.09,0.05,73,27,8,42,M
NASCAR Thunder 2002,PS,2001,Racing,Electronic Arts,0.23,0.16,0,0.03,69,8,6.9,10,E
NHL 17,XOne,2016,Sports,Electronic Arts,0.36,0.02,0,0.04,77,23,4.1,43,E10+
Grandia,SAT,1997,Role-Playing,ESP,0,0,0.42,0,,,,,
2010 FIFA World Cup South Africa,Wii,2010,Sports,Electronic Arts,0.23,0.15,0.01,0.04,70,19,6.7,11,E
ESPN NHL 2K5,X,2004,Sports,Global Star,0.32,0.09,0,0.02,88,32,8.5,14,E
Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005,GBA,2005,Misc,Konami Digital Entertainment,0.3,0.11,0,0.01,,,,,
Hot Wheels World Race,PS2,2003,Racing,THQ,0.21,0.16,0,0.05,55,5,7.7,9,E
Avatar: The Last Airbender - The Burning Earth,PS2,2007,Action,THQ,0.21,0.16,0,0.05,,,,,
Trials Fusion,PS4,2014,Racing,Ubisoft,0.13,0.22,0.01,0.07,79,51,7.2,245,E10+
Superman: Shadow of Apokolips,PS2,2002,Action,Atari,0.21,0.16,0,0.05,64,22,7.2,9,E
Wheel of Fortune,DS,2010,Misc,THQ,0.39,0,0,0.03,,,,,E
Just Dance 2014,PS4,2013,Misc,Ubisoft,0.19,0.16,0,0.07,75,4,5.5,52,E10+
NASCAR Kart Racing,Wii,2009,Racing,Electronic Arts,0.39,0,0,0.03,70,12,8.1,9,E
American Chopper,PS2,2004,Racing,Zoo Digital Publishing,0.35,0.01,0,0.06,47,4,7.5,13,T
Guitar Hero: Smash Hits,X360,2009,Misc,Activision,0.23,0.15,0,0.04,71,56,6,19,T
Star Wars Trilogy: Apprentice of the Force,GBA,2004,Action,Ubisoft,0.3,0.11,0,0.01,60,21,,,E
Virtua Tennis 4: World Tour,PSV,2011,Sports,Sega,0.04,0.28,0.01,0.09,,,,,
Lemony Snickets A Series of Unfortunate Events,GBA,2004,Platform,Activision,0.3,0.11,0,0.01,72,8,8,4,E
JGTC: All-Japan Grand Touring Car Championship,PS,1998,Racing,TYO,0.23,0.16,0,0.03,,,,,
Arc the Lad III,PS,1999,Role-Playing,Sony Computer Entertainment,0,0,0.39,0.03,,,,,
One Piece: Burning Blood,PS4,2016,Fighting,Namco Bandai Games,0.12,0.17,0.08,0.06,66,45,7.8,50,T
Just Dance: Summer Party,Wii,2011,Misc,Ubisoft,0.4,0,0,0.02,,,,,E10+
SpongeBos Truth or Square (US sales),DS,2009,Action,THQ,0.42,0,0,0,,,,,
Battlefield: Hardline,PS3,2015,Shooter,Electronic Arts,0.13,0.16,0.08,0.06,,,5.3,81,M
Mobile Suit Gundam: Gundam vs. Gundam,PSP,2008,Fighting,Namco Bandai Games,0,0,0.42,0,,,,,
Test Drive,X,2002,Racing,Atari,0.35,0.05,0,0.02,71,16,8.7,10,T
Jikkyou Powerful Pro Yakyuu 11,PS2,2004,Sports,Konami Digital Entertainment,0,0,0.42,0,,,,,
Petz: Horsez 2,Wii,2007,Simulation,Ubisoft,0.39,0,0,0.03,,,,,E
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,PS2,2003,Action,THQ,0.21,0.16,0,0.05,,,,,
Pirates of the Caribbean: At Worlds End,PSP,2007,Action,Disney Interactive Studios,0.15,0.17,0,0.1,61,5,7,11,T
Rush 2: Extreme Racing USA,N64,1998,Racing,Midway Games,0.35,0.06,0,0,,,,,
Dr. Mario 64,N64,2001,Puzzle,Nintendo,0.34,0.07,0,0,,,,,
Army Men: Sarges Heroes 2,N64,2000,Shooter,3DO,0.34,0.07,0,0,,,,,
Jikkyou Powerful Pro Yakyuu 6,N64,1999,Sports,Konami Digital Entertainment,0,0,0.39,0.03,,,,,
NFL Blitz 2001,N64,2000,Sports,Midway Games,0.34,0.07,0,0,,,,,
James Bond 007: Everything or Nothing,GC,2004,Shooter,Electronic Arts,0.32,0.08,0,0.01,84,41,8.2,26,T
NBA Live 06,PSP,2005,Sports,Electronic Arts,0.39,0,0,0.03,80,18,7.6,13,E
Horsez,DS,2006,Simulation,Ubisoft,0.38,0.01,0,0.03,,,8.7,14,E
TERA,PC,2011,Role-Playing,En Masse Entertainment,0.25,0.12,0,0.05,77,41,6.8,747,M
MLB 08: The Show,PS2,2008,Sports,Sony Computer Entertainment,0.35,0.01,0,0.06,84,12,7.3,7,E
Dance Dance Revolution Ultramix 2,X,2004,Simulation,Konami Digital Entertainment,0.32,0.09,0,0.02,78,16,7.1,7,E
Mega Man Anniversary Collection,GC,2004,Platform,Capcom,0.32,0.08,0,0.01,81,32,8.8,17,E
How to Train Your Dragon,Wii,2010,Action,Activision,0.23,0.15,0,0.04,59,11,7,4,E10+
Crash: Mind Over Mutant,DS,2008,Platform,Vivendi Games,0.38,0,0,0.03,45,12,5.8,8,E
Super Famista 4,SNES,1995,Sports,Namco Bandai Games,0,0,0.42,0,,,,,
The Fairly Odd Parents: Game Boy Advance Video Volume 2,GBA,2004,Misc,THQ,0.3,0.11,0,0.01,,,,,
Cabelas Legendary Adventures,PS2,2008,Sports,Activision,0.21,0.16,0,0.05,,,,,T
NBA 2K13,Wii,2012,Sports,Take-Two Interactive,0.36,0.03,0,0.03,,,7.5,10,E
Tales of Zestiria,PS4,2015,Role-Playing,Namco Bandai Games,0.17,0.15,0.03,0.07,72,59,6.8,316,T
Taiko no Tatsujin DS: Dororon! Youkai Daikessen!!,DS,2010,Misc,Namco Bandai Games,0,0,0.42,0,,,,,
Harry Potter and the Goblet of Fire,GC,2005,Action,Electronic Arts,0.32,0.08,0,0.01,69,20,6.3,13,E10+
Metro: Last Light,PS3,2013,Action,Deep Silver,0.14,0.18,0.03,0.07,80,23,8.2,508,
Call of Duty: Advanced Warfare,PC,2014,Shooter,Activision,0.15,0.24,0,0.03,78,18,4.5,1137,M
Thrillville: Off the Rails,PS2,2007,Strategy,LucasArts,0.2,0.16,0,0.05,70,11,1.7,30,E10+
NBA 2K11,PSP,2010,Action,Take-Two Interactive,0.39,0,0,0.03,,,6.4,5,E
Mega Man X6,PS,2001,Action,Capcom,0.14,0.1,0.16,0.03,65,14,6.8,44,E
BloodRayne,PS2,2002,Shooter,Universal Interactive,0.2,0.16,0,0.05,75,18,8.5,26,M
Kumamon Bomber: Puzzle de Kumamon Taisou,GC,2005,Puzzle,Sega,0.32,0.08,0,0.01,,,,,
Castlevania: Curse of Darkness,PS2,2005,Action,Konami Digital Entertainment,0.18,0.14,0.05,0.05,70,30,7.5,46,M
LEGO Rock Band,PS3,2009,Misc,Warner Bros. Interactive Entertainment,0.24,0.12,0,0.06,75,36,7.6,18,E10+
International Superstar Soccer Pro 98,PS,1998,Sports,Konami Digital Entertainment,0.02,0.02,0.35,0.03,,,,,
Jimmy Neutron: Boy Genius,GBA,2001,Platform,THQ,0.3,0.11,0,0.01,,,,,
Black,X,2006,Shooter,Electronic Arts,0.31,0.09,0,0.01,77,65,8,51,M
Spec Ops: The Line,X360,2012,Shooter,Take-Two Interactive,0.21,0.17,0,0.04,76,59,8.2,319,M
Attack on Titan: Humanity in Chains,3DS,2013,Action,Screenlife,0,0,0.42,0,46,22,4.5,34,M
DiRT Rally,PS4,2016,Racing,Codemasters,0.07,0.28,0,0.06,85,46,8,203,E
NHL 15,XOne,2014,Sports,Electronic Arts,0.32,0.06,0,0.04,59,22,3.2,180,E10+
Double Pack: Finding Nemo / The Incredibles,X,2006,Action,THQ,0.31,0.09,0,0.01,,,,,
Valkyrie Profile: Covenant of the Plume,DS,2008,Role-Playing,Square Enix,0.22,0.02,0.16,0.02,74,35,6.8,12,T
NHL Slapshot,Wii,2010,Sports,Electronic Arts,0.39,0,0,0.02,76,25,8.1,7,E
TRON: Evolution,PS3,2010,Action,Disney Interactive Studios,0.27,0.09,0,0.05,58,47,6.2,28,T
Vanquish,X360,2010,Shooter,Sega,0.19,0.16,0.03,0.04,84,70,8.4,183,M
Solitaire Overload,DS,2007,Misc,Telegames,0.39,0,0,0.03,,,9.2,12,E
Lord of the Rings: The Third Age,X,2004,Role-Playing,Electronic Arts,0.31,0.09,0,0.01,,,,,
Pirates of the Caribbean: At Worlds End,PS2,2007,Action,Disney Interactive Studios,0.2,0.16,0,0.05,54,10,7,10,T
Mega Man Legends 2,PS,2000,Adventure,Capcom,0.17,0.12,0.1,0.03,76,10,8.8,29,E
X-Men vs. Street Fighter,PS,1997,Fighting,Capcom,0.16,0.11,0.12,0.03,,,,,
Blazing Angels: Squadrons of WWII,X360,2006,Simulation,Ubisoft,0.36,0.02,0,0.03,66,58,7.9,53,T
Zack & Wiki: Quest for Barbaros Treasure,Wii,2007,Adventure,Nintendo,0.18,0.16,0.03,0.04,,,,,
High Rollers Casino,PS2,2004,Misc,Mud Duck Productions,0.2,0.16,0,0.05,,,,,E
The Suffering,PS2,2004,Action,Midway Games,0.2,0.16,0,0.05,77,47,8.9,40,M
Cyber Troopers Virtual-On,SAT,1995,Fighting,Sega,0,0,0.42,0,,,,,
Star Wars Starfighter: Special Edition,X,2001,Simulation,LucasArts,0.3,0.1,0,0.02,76,22,,,T
NBA Jam,PS2,2003,Sports,Acclaim Entertainment,0.2,0.16,0,0.05,,,,,
Zone of the Enders: The 2nd Runner,PS2,2003,Simulation,Konami Digital Entertainment,0.15,0.12,0.11,0.04,82,33,8.9,65,M
Jampack Spring 2004 (RP-T),PS2,2003,Misc,Sony Computer Entertainment,0.2,0.16,0,0.05,,,,,
Dexters Laboratory Deesaster Strikes,GBA,2001,Adventure,BAM! Entertainment,0.3,0.11,0,0.01,,,,,
NFL GameDay 2004,PS2,2003,Sports,Sony Computer Entertainment,0.2,0.16,0,0.05,65,25,8.7,6,E
Condemned: Criminal Origins,X360,2005,Action,Sega,0.36,0.02,0,0.03,81,72,8.2,146,M
Scooby-Doo and the Cyber Chase,GBA,2001,Adventure,Ubisoft,0.3,0.11,0,0.01,,,,,
Tomb Raider: The Last Revelation,PC,1998,Action,Eidos Interactive,0.41,0,0,0,,,8.6,50,T
pro evolution soccer 2011,PS2,2010,Sports,Konami Digital Entertainment,0.04,0.21,0.05,0.11,,,6.7,7,E
Sega Rally Championship 2,DC,1999,Racing,Sega,0,0,0.41,0,,,,,
Quake II,PS,1998,Shooter,Activision,0.23,0.16,0,0.03,,,,,
Crash of the Titans,PS2,2007,Action,Vivendi Games,0.34,0.01,0,0.06,70,12,5.9,49,E10+
MLB 10: The Show,PS2,2010,Sports,Sony Computer Entertainment,0.2,0.16,0,0.05,,,,,E
Wheel of Fortune: 2nd Edition,PS,2000,Misc,Hasbro Interactive,0.23,0.16,0,0.03,,,,,
Tom Clancys Rainbow Six: Lockdown,X,2005,Shooter,Ubisoft,0.26,0.13,0,0.02,74,39,6.6,28,M
Mobile Suit Gundam: Gundam vs. Gundam NEXT PLUS,PSP,2009,Fighting,Namco Bandai Games,0,0,0.41,0,,,,,
TimeShift,X360,2007,Shooter,Vivendi Games,0.36,0.02,0,0.03,70,58,7.9,63,M
Cool Boarders 2001,PS,2000,Sports,Sony Computer Entertainment,0.23,0.16,0,0.03,56,10,,,E
Grudge Warriors,PS,1999,Action,Take-Two Interactive,0.23,0.16,0,0.03,,,,,
World Soccer Jikkyou Winning Eleven 2000: U-23 Medal heno Chousen,PS,2000,Sports,Konami Digital Entertainment,0,0,0.39,0.03,,,,,
Life is Strange,PS4,2016,Adventure,Square Enix,0.16,0.15,0.04,0.06,85,23,8.6,695,M
Castlevania: The Dracula X Chronicles,PSP,2007,Platform,Konami Digital Entertainment,0.22,0.09,0.04,0.07,80,43,7.8,62,T
Mobile Suit Gundam,SAT,1995,Action,Namco Bandai Games,0,0,0.41,0,,,,,
Tom Clancys HAWX 2,PS3,2010,Action,Ubisoft,0.21,0.12,0.03,0.05,70,30,6.8,19,T
Football Manager Handheld 2011,PSP,2010,Sports,Sega,0,0.27,0,0.14,77,5,7.7,6,E
Jimmy Neutron: Boy Genius,PS2,2002,Platform,THQ,0.2,0.16,0,0.05,,,5.8,5,E
