,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating,Global_Sales
1358,Rock Band 2,Wii,2008.0,Misc,MTV Games,0.93,0.01,0.0,0.08,92.0,10.0,7.7,45.0,T,1.02
1359,Harry Potter and the Prisoner of Azkaban,PS2,2004.0,Action,Electronic Arts,0.5,0.39,0.0,0.13,70.0,29.0,8.8,31.0,E,1.02
1360,Pokemon Conquest,DS,2012.0,Role-Playing,Nintendo,0.56,0.05,0.37,0.04,80.0,40.0,8.2,90.0,E,1.02
1361,Wall-E,Wii,2008.0,Platform,THQ,0.51,0.4,0.0,0.11,51.0,18.0,3.6,8.0,E,1.02
1362,Naruto: Clash of Ninja Revolution,Wii,2007.0,Fighting,Tomy Corporation,0.44,0.46,0.0,0.11,74.0,23.0,8.0,27.0,T,1.01
1363,Just Dance 2016,Wii,2015.0,Misc,Ubisoft,0.42,0.51,0.0,0.08,,,,,E10+,1.01
1364,Ace Combat 6: Fires of Liberation,X360,2007.0,Simulation,Atari,0.69,0.04,0.22,0.06,80.0,54.0,7.9,101.0,T,1.01
1365,Assassins Creed: Rogue,X360,2014.0,Action,Ubisoft,0.59,0.34,0.0,0.09,72.0,32.0,7.3,321.0,M,1.02
1366,ZombiU,WiiU,2012.0,Action,Ubisoft,0.52,0.36,0.05,0.08,77.0,70.0,7.7,760.0,M,1.01
1367,The Simpsons Game,Wii,2007.0,Action,Electronic Arts,0.45,0.46,0.0,0.11,64.0,19.0,6.1,38.0,T,1.02
1368,Ninja Gaiden II,X360,2008.0,Action,Tecmo Koei,0.65,0.22,0.05,0.1,81.0,74.0,8.0,304.0,M,1.02
1369,Prince of Persia,X360,2008.0,Action,Ubisoft,0.54,0.34,0.02,0.1,81.0,73.0,7.0,189.0,T,1.0000000000000002
1370,Ford Racing 2,PS2,2003.0,Racing,Empire Interactive,0.49,0.38,0.0,0.13,51.0,5.0,8.0,8.0,E,1.0
1371,NERF N-Strike Elite,Wii,2009.0,Shooter,Electronic Arts,0.93,0.0,0.0,0.07,67.0,12.0,4.5,6.0,E10+,1.0
1372,God of War: Ghost of Sparta,PSP,2010.0,Action,Sony Computer Entertainment,0.41,0.35,0.03,0.21,86.0,73.0,8.4,256.0,M,1.0
1373,SoulCalibur II,X,2003.0,Fighting,Namco Bandai Games,0.78,0.18,0.03,0.0,92.0,39.0,8.9,54.0,T,0.99
1374,Just Dance 2014,X360,2013.0,Misc,Ubisoft,0.73,0.17,0.0,0.1,79.0,16.0,7.8,33.0,E10+,1.0
1375,Rayman Origins,PS3,2011.0,Platform,Ubisoft,0.33,0.49,0.01,0.17,87.0,43.0,8.4,241.0,E10+,1.0
1376,Dynasty Warriors 3: Xtreme Legends,PS2,2002.0,Action,Tecmo Koei,0.13,0.1,0.74,0.03,72.0,16.0,9.3,54.0,T,1.0
1377,EyePet,PS3,2009.0,Simulation,Sony Computer Entertainment,0.36,0.52,0.04,0.09,70.0,35.0,8.2,20.0,E,1.01
1378,NCAA Football 12,X360,2011.0,Sports,Electronic Arts,0.94,0.0,0.0,0.06,82.0,25.0,6.6,49.0,E,1.0
1379,Madden NFL 16,X360,2015.0,Sports,Electronic Arts,0.86,0.02,0.0,0.11,,,5.1,12.0,E,0.99
1380,UFC Undisputed 3,X360,2012.0,Action,THQ,0.72,0.2,0.0,0.08,85.0,60.0,7.6,88.0,T,0.9999999999999999
1381,Kirby: Mass Attack,DS,2011.0,Platform,Nintendo,0.48,0.06,0.41,0.05,83.0,46.0,8.6,55.0,E,1.0
1382,Haze,PS3,2008.0,Shooter,Ubisoft,0.49,0.33,0.02,0.15,55.0,65.0,6.5,296.0,M,0.9900000000000001
1383,EA Sports UFC 2,PS4,2016.0,Sports,Electronic Arts,0.32,0.51,0.0,0.16,79.0,38.0,6.1,161.0,T,0.9900000000000001
1384,DiRT 2,PS3,2009.0,Racing,Codemasters,0.27,0.52,0.0,0.19,87.0,63.0,8.2,95.0,T,0.98
1385,Guitar Hero: Aerosmith,PS3,2008.0,Misc,Activision,0.73,0.15,0.0,0.11,70.0,39.0,5.0,26.0,T,0.99
1386,Shadow The Hedgehog,GC,2005.0,Platform,Sega,0.76,0.2,0.0,0.03,51.0,22.0,6.5,121.0,E10+,0.99
1387,Apollo Justice: Ace Attorney,DS,2007.0,Adventure,Capcom,0.28,0.04,0.64,0.03,78.0,48.0,8.1,84.0,T,0.99
1388,Ace Combat X: Skies of Deception,PSP,2006.0,Simulation,Namco Bandai Games,0.37,0.3,0.12,0.19,75.0,26.0,8.3,30.0,T,0.98
1389,Disney Infinity,PS3,2013.0,Action,Disney Interactive Studios,0.51,0.32,0.0,0.16,75.0,21.0,5.9,47.0,E10+,0.9900000000000001
1390,Dark Souls,X360,2011.0,Role-Playing,Namco Bandai Games,0.64,0.27,0.0,0.09,89.0,66.0,8.4,1111.0,M,1.0
1391,Cars: Race-O-Rama,Wii,2009.0,Racing,THQ,0.61,0.29,0.0,0.09,58.0,7.0,,,E,0.9899999999999999
1392,Puzzler Collection,DS,2008.0,Puzzle,Ubisoft,0.16,0.78,0.0,0.04,71.0,5.0,,,E,0.9800000000000001
1393,NBA 2K16,X360,2015.0,Sports,Take-Two Interactive,0.83,0.05,0.0,0.1,,,3.0,25.0,E,0.98
1394,Evolve,PS4,2015.0,Shooter,Take-Two Interactive,0.37,0.41,0.05,0.15,76.0,46.0,4.3,897.0,M,0.9800000000000001
1395,Midnight Club: LA Remix,PSP,2008.0,Racing,Take-Two Interactive,0.52,0.27,0.0,0.19,79.0,26.0,8.7,43.0,T,0.98
1396,Pro Evolution Soccer 2008,PSP,2008.0,Sports,Konami Digital Entertainment,0.02,0.53,0.19,0.25,80.0,17.0,6.8,11.0,E,0.99
1397,Littlest Pet Shop: Winter,DS,2008.0,Simulation,Electronic Arts,0.58,0.31,0.0,0.1,,,,,E,0.9899999999999999
1398,NBA 2K10,X360,2009.0,Sports,Take-Two Interactive,0.89,0.02,0.0,0.08,82.0,46.0,7.6,34.0,E,0.99
1399,Tales of Graces f,PS3,2010.0,Role-Playing,Namco Bandai Games,0.28,0.18,0.45,0.07,77.0,55.0,8.2,336.0,T,0.98
1400,FIFA Soccer 10,Wii,2009.0,Sports,Electronic Arts,0.23,0.64,0.0,0.11,75.0,21.0,6.2,17.0,E,0.98
1401,Fallout 3,PC,2008.0,Role-Playing,Bethesda Softworks,0.02,0.88,0.0,0.08,91.0,48.0,7.9,3479.0,M,0.98
1402,Mario Party Advance,GBA,2005.0,Misc,Nintendo,0.5,0.19,0.28,0.02,54.0,27.0,5.4,34.0,E,0.99
1403,Zoo Tycoon DS,DS,2005.0,Strategy,THQ,0.86,0.03,0.01,0.08,44.0,19.0,6.6,25.0,E,0.98
1404,Tom Clancys Splinter Cell: Blacklist,X360,2013.0,Action,Ubisoft,0.57,0.32,0.01,0.08,82.0,58.0,7.5,384.0,M,0.9799999999999999
1405,Dead Space 3,X360,2013.0,Action,Electronic Arts,0.64,0.26,0.0,0.08,78.0,68.0,6.4,697.0,M,0.98
1406,WWE SmackDown vs Raw 2008,Wii,2007.0,Fighting,THQ,0.38,0.5,0.0,0.11,59.0,13.0,5.9,18.0,T,0.99
1407,Suikoden III,PS2,2002.0,Role-Playing,Konami Digital Entertainment,0.29,0.23,0.38,0.08,86.0,23.0,7.7,114.0,T,0.98
1408,LEGO Harry Potter: Years 5-7,X360,2011.0,Action,Warner Bros. Interactive Entertainment,0.51,0.38,0.0,0.09,77.0,35.0,7.9,39.0,E10+,0.98
1409,FIFA 17,PS3,2016.0,Sports,Electronic Arts,0.07,0.73,0.03,0.14,,,3.0,26.0,E,0.9700000000000001
1410,Madden NFL 10,PS2,2009.0,Sports,Electronic Arts,0.88,0.0,0.0,0.1,,,7.2,6.0,E,0.98
1411,NCAA Football 06,X,2005.0,Sports,Electronic Arts,0.73,0.21,0.0,0.03,87.0,38.0,8.3,27.0,E,0.97
1412,Grand Theft Auto: San Andreas,PC,2005.0,Action,Take-Two Interactive,0.0,0.93,0.0,0.04,93.0,47.0,8.9,1864.0,M,0.9700000000000001
1413,Madden NFL 08,PS3,2007.0,Sports,Electronic Arts,0.89,0.01,0.0,0.08,81.0,31.0,5.3,33.0,E,0.98
1414,Fire Emblem,GBA,2003.0,Strategy,Nintendo,0.49,0.18,0.29,0.01,88.0,31.0,9.2,144.0,E,0.97
1415,Tamagotchi Connection: Corner Shop 2,DS,2006.0,Simulation,Namco Bandai Games,0.09,0.01,0.86,0.01,66.0,9.0,,,E,0.97
1416,Brutal Legend,X360,2009.0,Action,Electronic Arts,0.62,0.26,0.0,0.09,82.0,88.0,8.0,269.0,M,0.97
1417,NHL 2004,PS2,2003.0,Sports,Electronic Arts,0.47,0.37,0.0,0.12,85.0,19.0,7.6,53.0,E,0.96
1418,Grand Theft Auto: Vice City Stories,PS2,2007.0,Action,Take-Two Interactive,0.78,0.03,0.03,0.13,75.0,37.0,7.8,69.0,M,0.9700000000000001
1419,Mario Tennis Open,3DS,2012.0,Sports,Nintendo,0.26,0.3,0.35,0.05,69.0,58.0,6.9,111.0,E,0.9600000000000001
1420,Wheel of Fortune,Wii,2010.0,Misc,THQ,0.86,0.04,0.0,0.06,,,7.6,5.0,E,0.96
1421,Dead Space 3,PS3,2013.0,Action,Electronic Arts,0.45,0.36,0.0,0.16,76.0,37.0,6.4,525.0,M,0.9700000000000001
1422,FIFA Soccer 2005,X,2004.0,Sports,Electronic Arts,0.33,0.6,0.0,0.04,81.0,34.0,8.7,23.0,E,0.97
1423,Mass Effect 3,PC,2012.0,Role-Playing,Electronic Arts,0.4,0.44,0.0,0.12,89.0,23.0,5.5,5946.0,M,0.9600000000000001
1424,Cars,DS,2006.0,Racing,THQ,0.85,0.04,0.0,0.07,54.0,17.0,2.1,11.0,E,0.96
1425,Band Hero,Wii,2009.0,Misc,Activision,0.59,0.29,0.0,0.09,79.0,20.0,6.6,15.0,E10+,0.9699999999999999
1426,Skylanders: Spyros Adventure,X360,2011.0,Action,Activision,0.53,0.34,0.0,0.1,78.0,35.0,5.2,54.0,E10+,0.9700000000000001
1427,LEGO Star Wars II: The Original Trilogy,GC,2006.0,Action,LucasArts,0.75,0.19,0.0,0.03,84.0,25.0,9.1,16.0,E10+,0.97
1428,Far Cry 3,PC,2012.0,Shooter,Ubisoft,0.22,0.63,0.0,0.12,88.0,43.0,8.2,3212.0,M,0.97
1429,Dark Cloud 2,PS2,2002.0,Role-Playing,Sony Computer Entertainment,0.38,0.25,0.26,0.07,87.0,41.0,9.1,174.0,T,0.96
1430,The Witcher 2: Assassins of Kings,PC,2011.0,Action,Namco Bandai Games,0.25,0.56,0.0,0.15,88.0,76.0,8.5,4408.0,M,0.9600000000000001
1431,Guitar Hero: Warriors of Rock,Wii,2010.0,Misc,Activision,0.47,0.41,0.0,0.09,77.0,26.0,7.6,18.0,T,0.9699999999999999
1432,Farming Simulator 2013,PC,2012.0,Simulation,Focus Home Interactive,0.0,0.81,0.0,0.15,65.0,12.0,7.5,111.0,E,0.9600000000000001
1433,de Blo,Wii,2008.0,Platform,THQ,0.49,0.37,0.0,0.1,82.0,48.0,8.6,73.0,E,0.96
1434,Shinobi,PS2,2002.0,Platform,Sony Computer Entertainment,0.36,0.28,0.22,0.09,71.0,33.0,7.9,43.0,M,0.95
1435,Mortal Kombat: Deadly Alliance,X,2002.0,Fighting,Midway Games,0.77,0.15,0.0,0.04,81.0,27.0,8.4,24.0,M,0.9600000000000001
1436,Sniper Elite V2,PS3,2012.0,Shooter,505 Games,0.38,0.38,0.06,0.14,70.0,21.0,6.9,92.0,M,0.9600000000000001
1437,ESPN NBA 2K5,X,2004.0,Sports,Global Star,0.88,0.04,0.0,0.04,85.0,28.0,8.7,22.0,E,0.9600000000000001
1438,Gangs of London,PSP,2006.0,Adventure,Sony Computer Entertainment,0.3,0.43,0.0,0.22,52.0,47.0,6.7,18.0,M,0.95
1439,PilotWings Resort,3DS,2011.0,Simulation,Nintendo,0.4,0.36,0.13,0.07,71.0,64.0,7.3,89.0,E,0.96
1440,My Weight Loss Coach,DS,2008.0,Sports,Ubisoft,0.3,0.54,0.0,0.11,63.0,4.0,7.6,7.0,E,0.9500000000000001
1441,Wheel of Fortune,PS2,2010.0,Misc,THQ,0.47,0.36,0.0,0.12,,,,,E,0.95
1442,Army of Two: The 40th Day,X360,2010.0,Shooter,Electronic Arts,0.62,0.24,0.0,0.09,73.0,79.0,7.3,126.0,M,0.95
1443,World Championship Poker,PS2,2004.0,Misc,Play It,0.8,0.03,0.0,0.13,60.0,8.0,7.7,11.0,E,0.9600000000000001
1444,Sonic Unleashed,X360,2008.0,Platform,Sega,0.54,0.32,0.0,0.09,60.0,50.0,7.7,240.0,E10+,0.9500000000000001
1445,Tom Clancys Splinter Cell: Chaos Theory,PS2,2005.0,Action,Ubisoft,0.36,0.45,0.0,0.14,87.0,29.0,8.6,53.0,M,0.9500000000000001
1446,SpongeBob SquarePants: Battle for Bikini Bottom,GC,2003.0,Platform,THQ,0.74,0.19,0.0,0.03,71.0,10.0,8.6,34.0,E,0.96
1447,PlayStation All-Stars Battle Royale,PS3,2012.0,Action,Sony Computer Entertainment,0.5,0.27,0.04,0.15,74.0,69.0,7.3,542.0,T,0.9600000000000001
1448,Skylanders: Trap Team,Wii,2014.0,Action,Activision,0.41,0.46,0.0,0.08,,,,,E10+,0.95
1449,Pro Evolution Soccer 2014,PS3,2013.0,Action,Konami Digital Entertainment,0.03,0.41,0.51,0.0,78.0,39.0,4.1,304.0,E,0.95
1450,Yakuza 4,PS3,2010.0,Action,Sega,0.15,0.13,0.63,0.05,78.0,59.0,8.0,179.0,M,0.9600000000000001
1451,Tom Clancys Ghost Recon: Future Soldier,PS3,2012.0,Shooter,Ubisoft,0.41,0.32,0.09,0.12,79.0,18.0,6.9,157.0,M,0.94
1452,Driver: San Francisco,PS3,2011.0,Racing,Ubisoft,0.24,0.52,0.01,0.18,79.0,53.0,7.7,114.0,T,0.95
1453,Dragon Age: Inquisition,XOne,2014.0,Role-Playing,Electronic Arts,0.58,0.28,0.0,0.09,85.0,28.0,6.9,708.0,M,0.95
1454,Ben 10: Alien Force,DS,2008.0,Action,Koch Media,0.65,0.22,0.0,0.09,,,2.8,4.0,E,0.96
1455,LEGO Jurassic World,PS4,2015.0,Action,Warner Bros. Interactive Entertainment,0.36,0.42,0.02,0.15,70.0,46.0,7.0,80.0,E10+,0.9500000000000001
1456,The LEGO Movie Videogame,PS3,2014.0,Action,Warner Bros. Interactive Entertainment,0.33,0.45,0.02,0.15,80.0,5.0,6.8,12.0,E10+,0.9500000000000001
1457,Star Fox 64 3D,3DS,2011.0,Shooter,Nintendo,0.48,0.27,0.13,0.06,81.0,65.0,8.2,232.0,E10+,0.94
1458,Lost Planet 2,PS3,2010.0,Shooter,Capcom,0.29,0.33,0.2,0.13,68.0,56.0,6.9,62.0,T,0.9500000000000001
1459,LEGO Pirates of the Caribbean: The Video Game,PS3,2011.0,Action,Disney Interactive Studios,0.36,0.43,0.0,0.16,73.0,42.0,7.1,34.0,E10+,0.9500000000000001
1460,Killzone,PS2,2004.0,Shooter,Sony Computer Entertainment,0.79,0.03,0.0,0.13,70.0,67.0,7.3,257.0,M,0.9500000000000001
1461,Tom Clancys Splinter Cell: Blacklist,PS3,2013.0,Action,Ubisoft,0.34,0.4,0.06,0.16,84.0,27.0,7.7,314.0,M,0.9600000000000001
1462,Phantasy Star Portable,PSP,2008.0,Role-Playing,Sega,0.2,0.06,0.63,0.05,64.0,38.0,7.8,19.0,T,0.9400000000000001
1463,The SpongeBob SquarePants Movie,GC,2004.0,Platform,THQ,0.73,0.19,0.0,0.03,73.0,9.0,7.8,13.0,E,0.95
1464,Skylanders: Spyros Adventure,PS3,2011.0,Action,Activision,0.39,0.39,0.0,0.16,77.0,18.0,4.8,42.0,E10+,0.9400000000000001
1465,Castlevania: Lament of Innocence,PS2,2003.0,Action,Konami Digital Entertainment,0.46,0.36,0.0,0.12,79.0,45.0,8.4,74.0,M,0.9400000000000001
1466,Just Cause 3,XOne,2015.0,Action,Square Enix,0.47,0.39,0.0,0.08,71.0,24.0,6.9,188.0,M,0.94
1467,The Elder Scrolls Online,PC,2014.0,Role-Playing,Bethesda Softworks,0.33,0.54,0.0,0.07,71.0,64.0,5.7,2429.0,M,0.9400000000000002
1468,MVP Baseball 2005,X,2005.0,Sports,Electronic Arts,0.7,0.2,0.0,0.03,86.0,35.0,,,,0.9299999999999999
1469,Street Fighter V,PS4,2016.0,Fighting,Capcom,0.42,0.28,0.09,0.15,77.0,80.0,3.4,1233.0,T,0.94
1470,WWE SmackDown vs. Raw 2009,PS3,2008.0,Fighting,THQ,0.51,0.3,0.01,0.12,78.0,37.0,7.0,49.0,T,0.9400000000000001
1471,NCAA Football 10,X360,2009.0,Sports,Electronic Arts,0.87,0.0,0.0,0.07,83.0,26.0,6.7,37.0,E,0.94
1472,Brutal Legend,PS3,2009.0,Action,Electronic Arts,0.54,0.27,0.0,0.13,83.0,61.0,7.6,163.0,M,0.9400000000000001
1473,Tony Hawk: RIDE,Wii,2009.0,Sports,Activision,0.69,0.17,0.0,0.08,47.0,15.0,4.5,21.0,E10+,0.94
1474,White Knight Chronicles: International Edition,PS3,2008.0,Role-Playing,Sony Computer Entertainment,0.33,0.16,0.36,0.08,64.0,77.0,7.5,213.0,T,0.9299999999999999
1475,Far Cry: Primal,XOne,2016.0,Action,Ubisoft,0.5,0.35,0.0,0.08,77.0,27.0,6.4,199.0,M,0.9299999999999999
1476,Bully,PS2,2006.0,Action,Take-Two Interactive,0.75,0.03,0.04,0.12,87.0,69.0,9.1,300.0,T,0.9400000000000001
1477,Prince of Persia: The Sands of Time,X,2003.0,Action,Ubisoft,0.57,0.33,0.0,0.04,92.0,41.0,7.8,72.0,T,0.94
1478,MLB 06: The Show,PS2,2006.0,Sports,Sony Computer Entertainment,0.78,0.03,0.0,0.13,83.0,30.0,8.9,31.0,E,0.9400000000000001
1479,NHL 2003,PS2,2002.0,Sports,Electronic Arts,0.46,0.36,0.0,0.12,79.0,20.0,6.8,18.0,E,0.9400000000000001
1480,Naruto Shippuden: Ultimate Ninja Storm 3,PS3,2013.0,Fighting,Namco Bandai Games,0.32,0.32,0.15,0.15,77.0,32.0,7.9,189.0,T,0.9400000000000001
1481,The Sims 2,DS,2005.0,Simulation,Electronic Arts,0.81,0.05,0.0,0.07,70.0,13.0,6.1,24.0,E10+,0.9300000000000002
1482,Tony Hawks Pro Skater 4,X,2002.0,Sports,Activision,0.59,0.3,0.0,0.04,90.0,25.0,8.5,21.0,T,0.9299999999999999
1483,Brothers in Arms: Hells Highway,PS3,2008.0,Shooter,Ubisoft,0.44,0.34,0.0,0.15,76.0,48.0,8.0,70.0,M,0.93
1484,SingStar Abba,PS3,2008.0,Misc,Sony Computer Entertainment,0.27,0.5,0.0,0.16,70.0,26.0,5.5,4.0,T,0.93
1485,Disney Magical World,3DS,2013.0,Adventure,Nintendo,0.17,0.2,0.53,0.03,71.0,27.0,7.3,22.0,E,0.93
1486,Guitar Hero: Metallica,Wii,2009.0,Misc,Activision,0.4,0.43,0.0,0.1,85.0,20.0,8.6,17.0,T,0.93
1487,Guitar Hero Live,PS4,2015.0,Misc,Activision,0.37,0.41,0.0,0.15,80.0,69.0,6.2,161.0,T,0.93
1488,Bayonetta,X360,2009.0,Action,Sega,0.51,0.25,0.09,0.08,90.0,86.0,8.0,598.0,M,0.9299999999999999
1489,Teenage Mutant Ninja Turtles,GBA,2003.0,Action,Konami Digital Entertainment,0.67,0.25,0.0,0.02,71.0,16.0,8.9,9.0,E,0.9400000000000001
1490,MLB 07: The Show,PS2,2007.0,Sports,Sony Computer Entertainment,0.77,0.03,0.0,0.13,83.0,25.0,8.6,19.0,E,0.93
1491,Build-A-Bear Workshop,DS,2007.0,Simulation,Game Factory,0.85,0.01,0.0,0.07,61.0,11.0,4.8,5.0,E,0.9299999999999999
1492,Borderlands 2,PC,2012.0,Shooter,Take-Two Interactive,0.42,0.41,0.0,0.1,89.0,38.0,8.2,2496.0,M,0.9299999999999999
1493,Cars,GC,2006.0,Racing,THQ,0.72,0.19,0.0,0.03,71.0,21.0,7.0,5.0,E,0.94
1494,South Park: The Stick of Truth,PS3,2014.0,Role-Playing,Ubisoft,0.44,0.34,0.0,0.16,85.0,31.0,8.5,575.0,M,0.9400000000000001
1495,Kingdom Hearts Re:coded,DS,2010.0,Role-Playing,Square Enix,0.53,0.09,0.27,0.05,66.0,58.0,6.9,77.0,E10+,0.9400000000000001
1496,MLB 15: The Show,PS4,2015.0,Sports,Sony Computer Entertainment,0.68,0.08,0.0,0.17,80.0,44.0,7.8,190.0,E,0.93
1497,Operation Flashpoint: Dragon Rising,X360,2009.0,Shooter,Codemasters,0.36,0.45,0.02,0.1,77.0,47.0,7.8,112.0,M,0.93
1498,Lego Batman 3: Beyond Gotham,PS4,2014.0,Action,Warner Bros. Interactive Entertainment,0.37,0.4,0.0,0.15,73.0,43.0,7.1,75.0,E10+,0.92
1499,South Park: The Stick of Truth,X360,2014.0,Role-Playing,Ubisoft,0.58,0.26,0.0,0.09,82.0,33.0,8.4,367.0,M,0.9299999999999999
1500,Wipeout: In The Zone,X360,2011.0,Misc,Activision,0.87,0.0,0.0,0.06,39.0,5.0,5.6,8.0,E10+,0.9299999999999999
1501,Assassins Creed III,PC,2012.0,Action,Ubisoft,0.28,0.53,0.0,0.12,80.0,21.0,6.2,1502.0,M,0.93
1502,Teenage Mutant Ninja Turtles,PS2,2003.0,Action,Konami Digital Entertainment,0.45,0.35,0.0,0.12,59.0,29.0,8.7,31.0,E,0.92
1503,Top Gun: Combat Zones,PS2,2001.0,Simulation,Titus,0.45,0.35,0.0,0.12,63.0,17.0,3.3,9.0,E,0.92
1504,NCAA Football 11,X360,2010.0,Sports,Electronic Arts,0.86,0.0,0.0,0.06,86.0,29.0,7.1,70.0,E,0.9199999999999999
1505,Cars,Wii,2006.0,Racing,THQ,0.83,0.03,0.0,0.07,65.0,13.0,,,E,0.9299999999999999
1506,Monster High: Ghoul Spirit,DS,2011.0,Misc,THQ,0.69,0.16,0.0,0.07,,,,,E,0.9199999999999999
1507,Phoenix Wright: Ace Attorney,DS,2005.0,Adventure,Capcom,0.44,0.05,0.39,0.05,81.0,53.0,9.2,203.0,T,0.93
1508,Borderlands: The Handsome Collection,PS4,2015.0,Shooter,Take-Two Interactive,0.42,0.33,0.03,0.15,82.0,49.0,7.8,347.0,M,0.93
1509,Harvest Moon 3D: A New Beginning,3DS,2012.0,Action,Marvelous Entertainment,0.41,0.17,0.3,0.05,74.0,21.0,8.2,62.0,E,0.9299999999999999
1510,LEGO Harry Potter: Years 5-7,PS3,2011.0,Action,Warner Bros. Interactive Entertainment,0.36,0.41,0.0,0.15,76.0,27.0,8.3,48.0,E10+,0.92
1511,MLB 12: The Show,PS3,2012.0,Sports,Sony Computer Entertainment,0.86,0.0,0.0,0.06,87.0,23.0,7.5,75.0,E,0.9199999999999999
1512,Wii Play: Motion,Wii,2011.0,Misc,Nintendo,0.23,0.42,0.18,0.09,60.0,34.0,6.1,16.0,E10+,0.92
1513,SpongeBob SquarePants: The Yellow Avenger,PSP,2006.0,Action,THQ,0.55,0.21,0.0,0.16,48.0,9.0,6.4,13.0,E,0.92
1514,Dantes Inferno,X360,2010.0,Action,Electronic Arts,0.63,0.2,0.02,0.07,73.0,71.0,7.7,225.0,M,0.9200000000000002
1515,EA Sports Active 2,PS3,2010.0,Sports,Electronic Arts,0.53,0.27,0.0,0.12,78.0,20.0,5.4,14.0,E,0.92
1516,WWE SmackDown vs. Raw 2009,X360,2008.0,Fighting,THQ,0.58,0.26,0.0,0.08,79.0,47.0,7.1,34.0,T,0.9199999999999999
1517,Sonic Riders,GC,2006.0,Racing,Sega,0.71,0.18,0.0,0.03,59.0,32.0,8.0,46.0,E,0.9199999999999999
1518,Blue Dragon,X360,2006.0,Role-Playing,Microsoft Game Studios,0.3,0.32,0.21,0.08,79.0,56.0,7.8,161.0,T,0.9099999999999999
1519,LEGO Marvel Super Heroes,3DS,2013.0,Action,Warner Bros. Interactive Entertainment,0.42,0.38,0.04,0.07,61.0,4.0,5.2,11.0,E10+,0.9100000000000001
1520,NBA 2K14,XOne,2013.0,Sports,Take-Two Interactive,0.71,0.11,0.0,0.09,86.0,15.0,5.7,183.0,E,0.9099999999999999
1521,FIFA Street,X360,2012.0,Sports,Electronic Arts,0.19,0.62,0.0,0.1,77.0,47.0,6.7,58.0,E,0.91
1522,Kung Fu Panda,Wii,2008.0,Action,Activision,0.5,0.32,0.0,0.09,70.0,20.0,6.7,7.0,E10+,0.91
1523,Street Hoops,PS2,2002.0,Sports,Activision,0.45,0.35,0.0,0.12,62.0,22.0,7.9,10.0,T,0.92
1524,Nickelodeon Fit,Wii,2010.0,Sports,Take-Two Interactive,0.76,0.09,0.0,0.06,,,,,E,0.9099999999999999
1525,Knockout Kings 2002,PS2,2002.0,Sports,Electronic Arts,0.45,0.35,0.0,0.12,76.0,23.0,8.1,12.0,T,0.92
1526,Tom Clancys EndWar,X360,2008.0,Strategy,Ubisoft,0.58,0.24,0.01,0.09,77.0,63.0,7.2,53.0,T,0.9199999999999999
1527,Tokyo Xtreme Racer 3,PS2,2003.0,Racing,Genki,0.35,0.27,0.21,0.09,63.0,15.0,8.9,23.0,E,0.9199999999999999
1528,Xenoblade Chronicles,Wii,2010.0,Role-Playing,Nintendo,0.43,0.25,0.16,0.07,92.0,59.0,8.9,957.0,T,0.9099999999999999
1529,Dynasty Warriors 7,PS3,2011.0,Action,Tecmo Koei,0.25,0.13,0.46,0.06,57.0,25.0,7.4,58.0,T,0.9000000000000001
1530,SSX,PS3,2012.0,Sports,Electronic Arts,0.35,0.41,0.02,0.14,81.0,38.0,6.8,111.0,E,0.92
1531,Namco Museum,X,2002.0,Misc,Namco Bandai Games,0.77,0.11,0.0,0.04,59.0,7.0,,,E,0.92
1532,Sonic Riders: Zero Gravity,Wii,2008.0,Racing,Sega,0.48,0.32,0.02,0.09,56.0,26.0,8.1,57.0,E,0.91
1533,Dragon Ball: Xenoverse 2,PS4,2016.0,Action,Namco Bandai Games,0.29,0.38,0.1,0.13,72.0,57.0,7.7,123.0,T,0.8999999999999999
1534,Sonic Mega Collection Plus,X,2004.0,Misc,Sega,0.61,0.26,0.0,0.04,75.0,20.0,7.9,12.0,E,0.91
1535,Far Cry 4,X360,2014.0,Shooter,Ubisoft,0.45,0.38,0.0,0.08,,,7.0,110.0,M,0.91
1536,LEGO The Lord of the Rings,Wii,2012.0,Action,Warner Bros. Interactive Entertainment,0.48,0.35,0.0,0.07,,,7.2,21.0,E10+,0.8999999999999999
1537,Operation Flashpoint: Dragon Rising,PS3,2009.0,Shooter,Codemasters,0.23,0.46,0.05,0.17,76.0,42.0,6.5,53.0,M,0.9100000000000001
1538,Madden NFL 25,PS4,2013.0,Sports,Electronic Arts,0.63,0.13,0.0,0.15,74.0,13.0,5.2,118.0,E,0.91
1539,Tiger Woods PGA Tour 2002,PS2,2002.0,Sports,Electronic Arts,0.44,0.35,0.0,0.12,80.0,23.0,7.6,5.0,E,0.91
1540,Lost Odyssey,X360,2007.0,Role-Playing,Microsoft Game Studios,0.45,0.26,0.11,0.08,78.0,68.0,8.3,435.0,T,0.8999999999999999
1541,MLB 2005,PS2,2004.0,Sports,Sony Computer Entertainment,0.44,0.35,0.0,0.12,78.0,36.0,7.6,9.0,E,0.91
1542,Marvel: Ultimate Alliance 2,X360,2009.0,Role-Playing,Activision,0.68,0.15,0.0,0.08,73.0,75.0,7.3,83.0,T,0.91
